trip_status,ride_hailing_app,customer,trip_type,trip_type_dummy,driver_gender,driver_gender_dummy,country,rub_usd_exchange_rate,price_rub,price_usd,distance_kms,temperature_value,precipitation,precipitation_dummy,price_per_kms_usd,trip_time,trip_time_minutes,time_of_day,Time_of_day_disc,city,If_city_SP
Completed,Uber,stantyan,uberX,1,Male,1,Russia,56.9,360,6.33,12.38,1,none,1,0.511308562,0.031666667,45, 8:33PM,20,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,56.9,133,2.34,5.81,2,none,1,0.402753873,0.031712963,45, 8:37PM,20,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,56.9,206,3.62,6.13,3,none,1,0.590538336,0.031967593,46, 8:37PM,20,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.54,451,7.84,9.25,-10,none,1,0.847567568,0.032071759,46, 8:46PM,20,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.54,257,4.47,10.98,-9,none,1,0.407103825,0.03224537,46, 8:52PM,20,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.54,216,3.75,6.9,-8,none,1,0.543478261,0.032592593,46, 8:52PM,20,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.54,634.92,11.03,27.21,-7,none,1,0.405365674,0.032743056,47, 8:55PM,20,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.54,750,13.03,19.59,-7,none,1,0.665135273,0.032858796,47, 8:56PM,20,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.52,245,4.26,11.59,-8,none,1,0.36755824,0.033032407,47, 8:59PM,20,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.52,196,3.41,8.29,-6,none,1,0.411338963,0.033310185,47, 9:02PM,21,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.57,183,3.18,5.09,0,none,1,0.62475442,0.033483796,48, 9:03PM,21,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.57,134,2.33,5.46,1,none,1,0.426739927,0.034479167,49, 9:05PM,21,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.57,254,4.41,7.92,0,none,1,0.556818182,0.034675926,50, 9:10PM,21,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.54,148,2.57,4.91,0,none,1,0.523421589,0.034768519,50, 9:20PM,21,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.26,166,2.9,6.61,-5,none,1,0.438729198,0.034872685,50, 9:26PM,21,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.26,185,3.23,8.19,-5,none,1,0.394383394,0.035451389,51, 9:26PM,21,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,56.94,185,3.25,8.93,-3,none,1,0.363941769,0.036689815,52, 9:30PM,21,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.23,217,3.79,9.04,-8,none,1,0.419247788,0.03681713,53, 9:34PM,21,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.05,220,3.86,9.69,2,none,1,0.398348813,0.036886574,53, 9:39PM,21,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.05,304,5.33,8.96,3,none,1,0.594866071,0.036956019,53, 9:40PM,21,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.36,197,3.43,6.18,4,none,1,0.555016181,0.039537037,57, 9:46PM,21,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.52,171,2.97,7.08,0,none,1,0.419491525,0.040034722,57, 9:48PM,21,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.52,145,2.52,8.43,4,none,1,0.298932384,0.040520833,58, 9:48PM,21,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.52,313,5.44,9.01,5,none,1,0.603773585,0.042372685,61, 9:50PM,21,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.67,222,3.85,12.81,8,none,1,0.300546448,0.04255787,61, 9:57PM,21,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,57.67,259,4.49,14.08,11,none,1,0.318892045,0.04306713,62, 01:05PM,13,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,59.49,607,10.2,34.18,15,none,1,0.298420129,0.043287037,62, 01:13PM,13,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,62.05,233,3.75,9.99,9,none,1,0.375375375,0.043425926,62, 01:14PM,13,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,62.05,271,4.37,10.73,9,none,1,0.407269338,0.045127315,64, 01:20PM,13,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,62.02,221,3.56,5.89,10,none,1,0.604414261,0.046446759,66, 01:26PM,13,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,61.05,214,3.51,7.1,9,none,1,0.494366197,0.047199074,68, 01:26PM,13,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,61.05,278,4.55,7.97,10,none,1,0.570890841,0.047268519,68, 01:36PM,13,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,61.82,173,2.8,4.26,5,none,1,0.657276995,0.049444444,71, 01:41PM,13,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,61.82,161,2.6,5.79,6,none,1,0.449050086,0.051458333,74, 01:42PM,13,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,61.54,241,3.92,11.46,7,none,1,0.342059337,0.05400463,77, 01:43PM,13,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,62.68,174,2.78,6.68,8,none,1,0.416167665,0.058888889,84, 01:46PM,13,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,62.68,209,3.33,7.48,9,none,1,0.445187166,0.059247685,85, 01:47PM,13,Saint Petersburg,1
Completed,Uber,stantyan,uberX,1,Male,1,Russia,62.13,212,3.41,9.03,8,none,1,0.377630122,0.062349537,89,01:47PM,13,Saint Petersburg,1
